매장명,주소,구
인천간석중앙점,인천 남동구 석정로 575 (간석동) 1층 106호 이디야커피,남동구
인천힘찬종합병원점,"인천 남동구 논현로 72 (논현동, 힘찬종합병원) 1층 일부호",남동구
구월힐캐슬점,"인천 남동구 구월로 212 1층 145호, 150호",남동구
인천남동구청역점,인천 남동구 인주대로 888 101호,남동구
인천도림점,인천 남동구 논고개로 311-1 1층(도림동),남동구
인천구월팬더점,인천 남동구 인주대로 665 1층(구월동),남동구
부평동암점,인천 부평구 십정동  406-3,부평구
부평구청점,인천 부평구 신트리로 22 (부평동) 1층 일부,부평구
부평로데오점,"인천 부평구 시장로 17-1 (부평동, 인일 빌딩) 1,2,3 층(부평동, 인일 빌딩)",부평구
부평삼산롯데마트점,"인천 부평구 길주로 623 (삼산동, 대덕리치아노) 삼산롯데마트 2층",부평구
인천부평U1센터점,인천 부평구 주부토로 236 (갈산동) A동 328호,부평구
부평부개동점,인천광역시 부평구 길주남로 108-1,부평구
인천마장초교점,인천광역시 부평구 안남로 271  1층,부평구
부평아이즈빌점,인천광역시 부평구 마장로 473 (청천동) 1층,부평구
부평일신점,인천광역시 부평구 일신로14번길 3 (일신동) 1층,부평구
갈산역점,인천 부평구 청천동  남광 센트렉스 1층 108호,부평구
부평시장역점,인천 부평구 부평대로 71-1 (부평동)1충,부평구
인천부개역점,인천 부평구 부개동  310-5,부평구
부평삼산사거리점,인천광역시 부평구 평천로 388 광백빌딩지하 1층,부평구
부평남부역점,인천 부평구 부평동  697-16,부평구
부평삼산점,인천 부평구 삼산동  464-4(근영프라자),부평구
인천청천동점,인천광역시 부평구 청천동  180-4 대우프라자   대우프라자 114호,부평구
부평동점,인천 부평구 부평동  185-8외 5필지 그랑프리110호,부평구
계양로데오점,인천광역시 계양구 계산동  1081-10 명동빌딩   명동빌딩108호-110호,계양구
계양이마트점,인천광역시 계양구 봉오대로 785 (작전동 (주)신세계 이마트 작전점 ),계양구
인천박촌점,인천광역시 계양구 장제로 1013,계양구
경인여대점,"인천광역시 계양구 경명대로1045번길 21-1 (계산동  ) 1층 일부, 2층 일부",계양구
인천작전역점,"인천광역시 계양구 봉오대로 671 에이동 105,202호 (작전동, 우남푸르미아)",계양구
인천장기점,"인천광역시 계양구 장기로 34, 103, 104호",계양구
경인교대점,인천광역시 계양구 향교로 1,계양구
인천계산중앙점,인천 계양구 경명대로 1147,계양구
인천귤현점,인천 계양구 귤현길 6 (귤현동) 이디야커피,계양구
인천계양더프리미어점,인천 계양구 안남로 513 (효성동) 1층 일부호,계양구
앰코K3점,"인천 계양구 아나지로 110 (효성동, 앰코테크놀로지코리아(주)) 이디야커피(엠코K3점)",계양구
인천모다아울렛점,인천광역시 서구 북항로32번안길 50,서구
인천오류지구점,"인천 서구 단봉로 97-7 110,111호 (오류동, 오류센터프라자)",서구
인천대성베르힐점,인천 서구 새오개로111번안길 31 104호,서구
인천블루텍점,인천 서구 보듬6로 10 1층,서구
인천엠파크점,인천광역시 서구 봉수대로 158,서구
인천가정점,인천 서구 봉오재3로 100 1층 105호,서구
인천가좌역점,인천 서구 장고개로243번길 25 1층(가좌동),서구
인천국제성모병원점,"인천 서구 심곡로100번길 31 (심곡동, 마리스텔라) 지하2층",서구
인천원당점,인천 서구 원당동  희림타워1층 104호,서구
인천가좌점,인천 서구 가좌동  72-18,서구
인천가정고점,인천 서구 석남동  470-10,서구
인천검단사거리점,"인천광역시 서구 검단로 480 103,202호 (왕길동 검단리치웰프라자)",서구
인천강화점,"인천 강화군 강화읍 강화대로 392 1층,2층",강화군
인천강화동막점,인천 강화군 화도면 해안남로 1508 3층,강화군
강화길상점,인천 강화군 길상면 길상로 294 1층 106호,강화군
강화외포리점,인천 강화군 내가면 해안서로 1018,강화군
인천영흥도점,"인천 옹진군 영흥면 영흥로 256 1층 101호, 103호",옹진군
춘천신촌점,강원 춘천시 동내면 신촌리 431 1층,춘천시
춘천만천점,강원 춘천시 동면 춘천순환로 328 1층,춘천시
춘천봄내점,강원 춘천시 남춘로36번길 89 (퇴계동) 1층 102호,춘천시
춘천소양강점,"강원 춘천시 신북읍 신샘밭로 655-1 신샘밭로 661 1,2층",춘천시
춘천우두중앙점,"강원 춘천시 우두1길 25 (우두동) 1층 101호,102호",춘천시
춘천삼악산호수케이블카점,강원 춘천시 서면 경춘로 1401-25 춘천시 서면 덕두원리 산 164-23,춘천시
춘천포레스트점,강원 춘천시 옛경춘로 610 (온의동) 1층,춘천시
춘천신북점,강원 춘천시 신북읍 신북로 228 1층,춘천시
춘천스무숲길점,강원 춘천시 스무숲1길 81 (석사동) 1층,춘천시
춘천동면점,강원 춘천시 동면 만천로 138 1층,춘천시
춘천교대점,강원 춘천시 공지로 133 (석사동) 2동 1층,춘천시
춘천하이테크타워점,강원 춘천시 후석로420번길 7 (후평동) B동 107호,춘천시
춘천엔타점,강원 춘천시 석사동 980 2층,춘천시
춘천삭주로점,강원 춘천시 삭주로 197-1 (후평동) 1층,춘천시
춘천유앤아이점,강원 춘천시 동면 후만로 167,춘천시
강대정문점,강원 춘천시 백령로 8 (효자동) 1층,춘천시
춘천구봉산전망대점,강원 춘천시 동면 순환대로 1154-117,춘천시
춘천봉의고교점,강원 춘천시 후석로 244 (후평동) 이디야커피 춘천봉의고교점,춘천시
춘천삼천점,강원 춘천시 삼천동 152-1,춘천시
춘천코레일점,"강원 춘천시 공지로 591 (근화동, 춘천역)",춘천시
춘천롯데슈퍼점,"강원 춘천시 영서로 2195 (퇴계동, 롯데슈퍼) 1층",춘천시
춘천메디컬타워점,강원 춘천시 영서로 2341 (온의동) 104호,춘천시
남춘천IC점,강원 춘천시 남산면 김유정로 334 1층,춘천시
춘천퇴계한주점,강원 춘천시 퇴계동 86-2,춘천시
춘천통나무집닭갈비점,강원특별자치도 춘천시 신북읍 신샘밭로 763-1 1층,춘천시
춘천한숲시티점,강원특별자치도 춘천시 안마산로 107 1층,춘천시
춘천터미널점,"강원 춘천시 춘주로 89 1층 103, 104호",춘천시
춘천점,"강원 춘천시 시청길10번길 4-1 1층,2층",춘천시
춘천석사점,강원 춘천시 퇴계농공로 10,춘천시
춘천후평동점,강원 춘천시 후평동  457 번지 소라빌딩 104호,춘천시
춘천퇴계점,강원 춘천시 퇴계동  395-79 1층,춘천시
춘천장학점,강원 춘천시 동면 춘천로449번길 11 1층,춘천시
강원대점,강원도 춘천시 서부대성로 245,춘천시
춘천애막골점,강원도 춘천시 후석로186번길 18 (석사동) 1층,춘천시
춘천우두동점,강원도 춘천시 충열로 39,춘천시
춘천현대점,강원도 춘천시 춘천로269번길 1,춘천시
춘천온의롯데캐슬점,강원도 춘천시 방송길 70,춘천시
춘천거두점,강원 춘천시 동내면 춘천순환로 134 1층 101호,춘천시
남춘천점,강원 춘천시 행촌로 47 1층,춘천시
한림대점,강원 춘천시 교동  11-1 번지,춘천시
춘천거두사거리점,강원 춘천시 동내면 춘천순환로 70,춘천시
춘천중앙역점,강원 춘천시 우묵길52번길 24 1층(퇴계동),춘천시
춘천낙원점,강원 춘천시 중앙로 110 낙원동 118-6,춘천시
강원도청점,강원 춘천시 서부대성로 44 (요선동 8-7),춘천시
춘천공지천점,강원 춘천시 수변공원길 11 2동 1층(삼천동),춘천시
춘천의암호점,강원 춘천시 서면 박사로 734 1층,춘천시
춘천사농동점,강원 춘천시 사우로 38 1층 101호(사농동),춘천시
춘천학곡점,강원 춘천시 동내면 영서로 1783,춘천시
춘천여고점,강원 춘천시 동면 만천양지길 93 (만천리) 이디야커피,춘천시
춘천김유정역점,"강원 춘천시 신동면 김유정로 1417 (증리) 유정프라자 B동 1층 101-1호, 101-2호",춘천시
원주반곡동점,강원 원주시 오리현길 16-9 1층,원주시
원주치악로DI점,강원특별자치도 원주시 치악로 1435 (관설동) 2층,원주시
원주우산점,강원 원주시 우산로 60 (우산동),원주시
원주현충로점,"강원 원주시 현충로 11 (태장동) 101,102호",원주시
원주한라비발디점,강원도 원주시 모란1길 75 (우산동) 1층 101호,원주시
원주문막극동점,강원 원주시 문막읍 건등로 56-1 이디야커피,원주시
원주기업도시점,"강원 원주시 지정면 신지정로 190 108,109호",원주시
원주봉화산점,강원 원주시 바우골길 8 프렌티어스빌딩 1층 104호(단계동),원주시
원주홈플러스점,강원 원주시 치악로 1489,원주시
원주흥업점,강원 원주시 흥업면  남원로 85,원주시
원주중앙점,강원 원주시 무실로12번길 33 1층(일산동),원주시
원주법원점,"강원 원주시 능라동길 48-1 1층 114호(무실동, 아트리움)",원주시
원주단관점,강원 원주시 단구로 387 1층(단구동),원주시
원주혁신건강보험공단점,강원 원주시 건강로 23 1층 105호(반곡동),원주시
원주태장점,강원 원주시 흥양로51번길 11 1층(태장동),원주시
원주터미널점,강원 원주시 서원대로 168 2층,원주시
원주무실점,강원도 원주시 시청로 70 1층,원주시
원주단구동점,강원 원주시 단구동  남원로 528-31 신세계프라자 101호,원주시
강릉회산점,강원 강릉시 회산로 372 (회산동) 1층 5호,강릉시
강릉과학단지점,강원특별자치도 강릉시 과학단지로21번길 3-4 (대전동) 1~3층,강릉시
주문진소돌점,강원특별자치도 강릉시 주문진읍 해안로 1929,강릉시
강릉포남점,강원특별자치도 강릉시 하평1길 16-5 (포남동) 1층,강릉시
강릉포남소공원점,강원특별자치도 강릉시 남구길18번길 23 (포남동) 1층,강릉시
강릉올림픽파크점,강원특별자치도 강릉시 교동 456-5 1층,강릉시
강릉남항진해변점,강원특별자치도 강릉시 공항길127번길 40 (남항진동) 1층,강릉시
강릉아산병원점,강원특별자치도 강릉시 사천면 방동리 415-11,강릉시
강릉남산초교점,강원특별자치도 강릉시 남산초교길25번길 1 (내곡동) 1층,강릉시
강릉연곡영진점,강원특별자치도 강릉시 연곡면 연주로 186-4,강릉시
강릉경포점,강원 강릉시 경포로463번길 23 (안현동),강릉시
강릉원주대점,"강원 강릉시 죽헌길 7 (지변동, 강릉원주대학교) 강릉원주대학교 도서관 1층 북카페",강릉시
강릉단오공원점,강원 강릉시 임영로 64 (노암동) 1층,강릉시
강릉송정점,강원 강릉시 팔송길 1 (송정동) 1층,강릉시
강릉중앙점,강원도 강릉시 금성로 58 (금학동  ) 남전빌딩 104호,강릉시
강릉터미널점,강원 강릉시 하슬라로 24 (홍제동) 1층,강릉시
정동진역점,강원 강릉시 강동면 정동역길 17 (정동진역) 이디야커피,강릉시
강릉입암남부점,강원 강릉시 성덕포남로 74 (입암동) 1층,강릉시
강릉사천점,강원 강릉시 사천면 진리해변길 68-14 (사천진리) 이디야커피,강릉시
주문진점,강원도 강릉시 주문진읍 항구로 50 1층,강릉시
세인트존스경포호텔점,"강원 강릉시 창해로 307 109호(강문동, 세인트존스호텔)",강릉시
강릉입암점,강원 강릉시 강변로410번길 41,강릉시
강릉내곡점,강원 강릉시 범일로 601 1층(내곡동),강릉시
강릉옥천점,강원 강릉시 옥천로 62 1층,강릉시
강릉올림픽선수촌점,"강원 강릉시 선수촌로 79-15 104호, 105호(홍제동)",강릉시
강릉교동택지점,강원도 강릉시 솔올로 39,강릉시
강릉CGV점,강원도 강릉시 경강로 2120 (옥천동 씨네몰 ),강릉시
동해무릉계곡점,강원 동해시 삼화로 510 (삼화동),동해시
동해북삼점,강원 동해시 효자남길 33-34 (쇄운동) 1층 105호,동해시
동해추암점,강원 동해시 촛대바위길 20-1 (추암동) 1~2층,동해시
동해망상해수욕장점,"강원특별자치도 동해시 동해대로 6188 (망상동, 해오름가족호텔) 이디야(동해망상해수욕장점)",동해시
동해천곡점,강원특별자치도 동해시 중앙로 249 1층 103호(천곡동),동해시
태백중앙점,강원 태백시 번영로 349 (황지동) 102호,태백시
태백오투리조트점,"강원특별자치도 태백시 서학로 861 (황지동, 오투리조트) 황지동, 오투리조트",태백시
속초중앙점,강원도 속초시 수복로 197-1,속초시
속초교동점,강원도 속초시 중앙로 44,속초시
속초해수욕장점,강원 속초시 해오름로 137,속초시
속초대포항점,"강원 속초시 동해대로 3741 1,2층(대포동)",속초시
속초조양동점,강원 속초시 조양로 213 1~2층(조양동),속초시
속초동명항점,"강원 속초시 동명항길 49 (동명동) 1,2층",속초시
속초로데오점,강원 속초시 중앙로 127 (금호동) 105호,속초시
속초여고점,"강원 속초시 동해대로 4280 (교동, 대운빌딩) 1층 3호",속초시
삼척교동점,강원 삼척시 청석로 59 (교동),삼척시
삼척중앙점,강원 삼척시 대학로 30-1 (남양동),삼척시
삼척홈플러스점,"강원 삼척시 중앙로 258 (당저동, 홈플러스) 1층 이디야커피",삼척시
삼척해변점,"강원 삼척시 새천년도로 513 (교동, 해변타운) 101호",삼척시
삼척도계점,강원 삼척시 도계읍 도계우회로2길 8 (새롬아파트) 101동 지1층 상가3호,삼척시
삼척장호항점,강원특별자치도 삼척시 근덕면 삼척로 2095 (장호프리자) 1층,삼척시
홍천희망점,강원 홍천군 홍천읍 희망리 369,홍천군
홍천연봉점,강원도 홍천군 연봉로 32,홍천군
홍천제일점,강원 홍천군 홍천읍 공작산로 45,홍천군
강원홍천서면점,강원특별자치도 홍천군 서면 한서로 2077,홍천군
팔봉산점,강원특별자치도 홍천군 서면 한치골길 965 이디야커피(팔봉산점),홍천군
강원둔내점,강원 횡성군 둔내면 둔방로3번길 3 이디야커피,횡성군
강원영월점,강원 영월군 영월읍 중앙로 40-5 (영흥리) 1층 이디야커피,영월군
대관령점,강원 평창군 대관령면 눈마을길 11 1층,평창군
강원진부점,강원 평창군 진부면 진부중앙로 12 1층,평창군
평창DI점,강원특별자치도 평창군 평창읍 평창중앙로 245 1~2F,평창군
강원정선점,강원 정선군 정선읍 비봉로 55 1층,정선군
동송터미널점,강원 철원군 동송읍 이평리 683-11,철원군
철원와수리점,강원도 철원군 와수로181번길 25-21,철원군
신철원터미널점,강원 철원군 갈말읍 삼부연로 9,철원군
강원화천점,강원도 화천군 상승로 42-7 (화천읍  ),화천군
강원사내점,강원도 화천군 사내로 41-2 (사내면) (이디야커피) 1층,화천군
강원양구점,강원 양구군 양구읍 상리 333-3,양구군
강원인제점,강원 인제군 인제읍 인제로 200-1,인제군
고성경동대점,강원 고성군 토성면 봉포4길 18 이디야커피,고성군
고성간성점,강원특별자치도 고성군 간성읍 간성로 66 (요거프레소) 1층,고성군
강원양양점,강원 양양군 양양읍 양양로 72 1층,양양군
양양인구해변점,강원특별자치도 양양군 현남면 인구길 56-5 남쪽 1칸,양양군
천안용암사거리점,충남 천안시 서북구 쌍용1길 21 포레스트빌딩 1층 102호,천안시
천안의료원점,충남 천안시 동남구 충절로 537 1층 로비,천안시
천안대로DT점,"충남 천안시 동남구 충절로 359-13 (삼룡동) 1,2충",천안시
천안성정쌍용대로점,충남 천안시 서북구 쌍용대로 259 (성정동),천안시
천안신부동점,충남 천안시 동남구 신부동 486-9,천안시
천안쌍용로데오점,충남 천안시 동남구 천안여상로 3 (쌍용동) 1층,천안시
천안청당중앙점,충남 천안시 동남구 청당5로 20 1층,천안시
천안쌍용중앙점,"충남 천안시 서북구 충무로 172 (쌍용동, 범양건영) 1층 102호",천안시
천안목천점,충남 천안시 동남구 목천읍 신계리 139-1,천안시
천안양당점,충남 천안시 서북구 직산읍 상덕로 147 1층,천안시
천안입장점,충남 천안시 서북구 입장면 성진로 834 1층,천안시
천안성정중앙점,"충남 천안시 서북구 성정공원3길 4 (성정동, 학산리젠다빌 3차) 1층 106호",천안시
천안대하마트점,"충남 천안시 서북구 월봉로 95 (쌍용동, 롯데마트) 1층",천안시
천안성환점,"충남 천안시 서북구 성환읍 성환3로 3-7 101, 102호",천안시
남서울대점,충남 천안시 서북구 성환읍 성월리 64-2,천안시
천안월봉4로점,"충남 천안시 서북구 월봉11길 21 (쌍용동, 길상트럼프) 1층 A호",천안시
천안성거길점,충남 천안시 서북구 성거읍 성거길 123 (대주프라자) 107호,천안시
천안백석대점,충남 천안시 동남구 문암로 62 (안서동) 101호 201호,천안시
천안불당동점,충남 천안시 서북구 불당11로 13 (불당동) 1층 104호,천안시
두정역점,충남 천안시 서북구 1공단1길 52,천안시
천안안서점,충남 천안시 동남구 중암2길 21 2층,천안시
천안청당동점,"충남 천안시 동남구 청수11로 13-21 101, 102호(청당동)",천안시
천안상명대점,충남 천안시 동남구 상명대길 32-1 1층(안서동),천안시
천안두정점,충남 천안시 서북구 부성6길 8 101호(두정동),천안시
천안불당신도시점,충남 천안시 서북구 불당32길 24 1층,천안시
백석대북카페점,충남 천안시 동남구 문암로 76 백석생활관동 2층 201호,천안시
천안직산점,"충청남도 천안시 서북구 삼은3길 10  1,2층",천안시
천안신방동점,충남 천안시 동남구 신방동  1898번지,천안시
공주신관점,충남 공주시 신관동  537-20,공주시
동학사점,충청남도 공주시 동학사1로 266-16,공주시
공주마곡사점,충남 공주시 사곡면 마곡사로 856 -,공주시
보령동대점,충청남도 보령시 작은오랏5길 38  1층,보령시
보령원산도점,충남 보령시 오천면 원산도3길 66 1층 이디야커피,보령시
보령시청점,충남 보령시 흥곡천변로 21 (명천동) 105호,보령시
아산삼성7라인점,충남 아산시 탕정면 삼성로 181 7라인(2동) 지하1층,아산시
순천향대향설3관점,충남 아산시 신창면 순천향로 22 향설생활관3관,아산시
순천향대향설1관점,충남 아산시 신창면 순천향로 22 향설생활관1관,아산시
아산신창휴게소점,충남 아산시 신창면 온천대로 725 이디야커피 아산신창휴게소점,아산시
아산용화DI점,"충남 아산시 시민로244번길 9 (용화동, 용화유통) 1층",아산시
아산배방월천점,충남 아산시 배방읍 북수리 1727 1~2층,아산시
아산삼성8라인점,충남 아산시 탕정면 삼성로 181 8라인(1동) 2층,아산시
아산삼성MOD점,충남 아산시 탕정면 삼성로 181 8라인(MOD동) 2층,아산시
아산삼성블루홀점,충남 아산시 탕정면 삼성로 181 정문주차타워동 3층,아산시
아산이마트점,충남 아산시 풍기동  192-2,아산시
아산삼성A3점,충남 아산시 탕정면 탕정로 380-2 (삼성SMD) A3공장 지하1층,아산시
아산메가마트점,충남 아산시 외암로 1560 (풍기동) 1층,아산시
아산테크노밸리점,"충남 아산시 둔포면 아산밸리남로 77 (아산테크노밸리이지더원7단지아파트) 708동 지하1층 B105,106호",아산시
아산온천동점,충남 아산시 아산로 118-3 1층 102호,아산시
아산둔포점,충남 아산시 둔포면 둔포중앙로 189 1층,아산시
온양온천코레일점,충남 아산시 온천대로 1496 (온천동),아산시
아산탕정점,충청남도 아산시 탕정면로8번길 83,아산시
서산동문점,충남 서산시 동문동  194-14,서산시
서산해미점,충남 서산시 해미면 남문2로 116 1층,서산시
서산호수공원점,충남 서산시 호수공원9로 14 (예천동) 1층,서산시
대산터미널점,충남 서산시 대산읍 정자동2로 25 1층,서산시
서산음암점,충청남도 서산시 음암면 운암로 210 (도당리) 1층,서산시
서산터미널점,충남 서산시 안견로 184-8 (동문동) 이디야커피,서산시
서산문화회관점,충남 서산시 문화로 49 (읍내동) 1층,서산시
서산테크노밸리점,충남 서산시 성연면 성연1로 21 1층 103호,서산시
서산예천중흥점,충남 서산시 예천동 1716,서산시
건양대점,충남 논산시 은진면 와야리 대학로 126,논산시
논산역점,충청남도 논산시 해월로 231 (화지동),논산시
논산터미널점,충남 논산시 중앙로422번길 21 취암동,논산시
논산내동점,충남 논산시 중앙로 271 (취암동),논산시
강경점,충남 논산시 강경읍 계백로 152-1,논산시
계룡대점,충남 계룡시 신도안면 계룡대로 663 본청 지하1층,계룡시
계룡엄사점,"충남 계룡시 엄사면 번영로 20 103-104호, 202호",계룡시
계룡시청점,충남 계룡시 서금암2길 7-18 (금암동) 1층,계룡시
충남당진점,충청남도 당진시 대덕1로 125-30 (대덕동),당진시
당진유곡점,충청남도 당진시 유곡6길 25  1층,당진시
당진읍내동점,충청남도 당진시 당진중앙2로 221,당진시
당진푸르지오점,충남 당진시 북문로1길 22 (읍내동) 1층,당진시
당진문예의전당점,충남 당진시 시청1로 75 (읍내동) 1층,당진시
당진터미널점,"충남 당진시 당진중앙2로 447 (수청동, G1부경파크빌) 상가동 109,201호",당진시
충남당진신평점,충남 당진시 신평면 거산3거리길 43 1~2호,당진시
당진석문산업단지점,충남 당진시 석문면 산단3로9길 10-8 110호,당진시
당진교육지원청점,충남 당진시 무수동로 7 (대덕동) 1층(대덕동),당진시
금산중앙점,충남 금산군 금산읍 비단로 309 101호,금산군
부여중앙점,충청남도 부여군 성왕로 207-8,부여군
부여규암점,충남 부여군 규암면 외리 110-8 1층 109호,부여군
서천점,충남 서천군 서천읍 군사1리 179-27,서천군
장항점,충청남도 서천군 장항로 174-1,서천군
충남청양점,충남 청양군 청양읍 중앙로 135-2 이디야커피,청양군
홍성중앙점,충남 홍성군 홍성읍 오관리 291-3,홍성군
내포아르페온점,충청남도 홍성군 상하천로 31,홍성군
홍성점,"충남 홍성군 홍성읍 조양로247번길 9 (롯데마트, 홍성터미널) 4층 406호, 407호",홍성군
충남홍성광천점,충남 홍성군 광천읍 광천로 323,홍성군
예산산성점,충남 예산군 예산읍 산성리 754,예산군
덕산읍내점,충남 예산군 덕산면 덕산온천로 448 102호,예산군
예산삽교점,충남 예산군 삽교읍 삽교로 108 이디야커피,예산군
예산수덕사점,"충남 예산군 덕산면 수덕사안길 42 (수덕사집단시설지구) 108호, 208호",예산군
태안점,충청남도 태안군 동문1길 46 (태안읍) 1층,태안군
안면도점,충남 태안군 안면읍 장터로 105-3,태안군
대전중촌점,대전 중구 목중로26번길 26 (중촌동) 1층,중구
대전천근오거리점,"대전 중구 천근로19번길 5 (문화동) 1,2층",중구
대전오류동점,"대전 중구 계룡로 804 (오류동, 코스모메디컬) 101,103호",중구
대전중구청점,"대전 중구 선화서로 18 에이스퀘어 1층 107,108호",중구
대전은행동점,대전 중구 은행동  52-4번지 2층,중구
대전문화동점,대전광역시 중구 중앙로 28,중구
대전건양대병원점,"대전 서구 관저동로 162 (관저동, 건양프라자) 102,103호",서구
대전SK점,대전 서구 탄방동  문정로 41번지,서구
둔산이마트점,대전 서구 둔산동 959-2 이마트 3층,서구
대전관저동점,대전광역시 서구 도안대로 25 1층 106호 (관저동),서구
대전유성온천역점,대전 유성구 봉명동  553-2번지,유성구
대전신성동점,대전 유성구 신성동  122-2 1층 102호,유성구
충대정문점,대전 유성구 궁동  479-11,유성구
대전전민동점,대전 유성구 전민동  332-10,유성구
대전관평동점,대전광역시 유성구 관들4길 34-2,유성구
유성홈플러스점,대전 유성구 한밭대로 502 1층 엔젤리너스코너(봉명동),유성구
대전연구단지점,"대전 유성구 대덕대로 594 (도룡동, 타워코리아나 주상복합) 1층 101호",유성구
대전반석역점,"대전 유성구 반석로 7 (반석동, 애니빌프라자) 1층 109,110호",유성구
대전학하점,대전 유성구 학하복용서로 23 (학하동) 1층,유성구
대전죽동점,"대전 유성구 유성대로 875 (죽동, 비에스타워) 104호",유성구
대전자운대점,"대전 유성구 자운로97번길 290 (신봉동, 자운레스텔) 자운레스텔1층",유성구
대전구암동점,대전 유성구 현충원로347번길 54 (구암동) 이디야커피,유성구
대전노은3동점,대전 유성구 지족북로66번길 60 (지족동) B105호,유성구
대전한밭대국제교류점,대전 유성구 동서대로 125 국제교류센터동 1층,유성구
대전한밭대학생회관점,대전 유성구 동서대로 125 학생회관동 1층,유성구
대전장대행복주택점,대전 유성구 월드컵남로 16 S001동104호,유성구
대전한남대점,대전 대덕구 한남로 34,대덕구
대전송촌동점,대전 대덕구 선비마을로 14 (송촌동) 이디야커피,대덕구
청주터미널점,"충북 청주시 흥덕구 2순환로 1222 (강서동, 신해블루지움) 101호",청주시
청주옥산자이점,"충북 청주시 흥덕구 옥산면 오송가락로 1061 1층 112,113호",청주시
청주내수점,충북 청주시 청원구 내수읍 내수로 609-1 1층,청주시
청주방서점,충북 청주시 상당구 2순환로2031번길 12-6 (방서동) 1층 102호,청주시
청주가로수마을점,충북 청주시 흥덕구 2순환로 1276 (가경동) 1층,청주시
청주봉명중앙점,"충북 청주시 흥덕구 1순환로 592 (봉명동, 봉명베리굿) 103-104호",청주시
청주동남중앙점,"충북 청주시 상당구 월평로 258 (방서동) 1층 110,111,112호",청주시
청주직지스타점,"충북 청주시 흥덕구 직지대로436번길 76 (송정동, 직지스마트타워) 108호, 109호, 110호, 111호",청주시
청주용정점,충북 청주시 상당구 용정로 44-1 (용정동) 1층 101호,청주시
청주대성점,충북 청주시 상당구 대성동 174,청주시
청주금천스타힐스점,"충북 청주시 상당구 쇠내로 48 (금천동, 청주금천센트럴파크스타힐스) 상가동 109호",청주시
청주사직중앙점,충북 청주시 서원구 사직대로 282 (사직동) 1층,청주시
청주가경중앙점,충북 청주시 흥덕구 가경로 127 (가경동) 1층,청주시
청주운동점,충북 청주시 상당구 용암동 3300,청주시
청주용담우미린점,충북 청주시 상당구 용담동 476 이디야커피,청주시
청주오송봉산점,충북 청주시 흥덕구 오송읍 봉산리 1084,청주시
청주가경아이파크점,충북 청주시 흥덕구 가경동 2229-2 105호,청주시
청주강내점,충북 청주시 흥덕구 강내면 탑연월곡길 71 1층,청주시
상당롯데마트점,"충북 청주시 상당구 용암북로160번길 60 (용암동, 롯데마트) 2층",청주시
청주공군비행단점,충북 청주시 청원구 내수읍 원통리 132 1층,청주시
청주역점,충북 청주시 흥덕구 청주역로 366-1 (정봉동) 1층,청주시
오송레이크점,충북 청주시 흥덕구 오송읍 연제1길 24-35 오송레이크스타상가 1층,청주시
청주성모병원점,충북 청주시 청원구 주성로 173-19 청주성모병원 1층,청주시
청주내덕동점,"충북 청주시 청원구 향군로 129 1층 101호, 102호(내덕동)",청주시
청주분평점,충청북도 청주시 서원구 1순환로1107번길 36 (분평동  ) 1층 이디야커피 청주분평점,청주시
오창점,충청북도 청주시 청원구 오창중앙로 123-2 (오창읍  ) 2층,청주시
오창과학단지점,충청북도 청주시 청원구 오창대로 315,청주시
청주대점,충청북도 청주시 청원구 상당로 261-1 (우암동) 1층,청주시
오창2산업단지점,"충청북도 청주시 청원구 주성1길 18 (오창읍) 101,102호",청주시
청주여고점,충청북도 청주시 청원구 율봉로201번길 16-1,청주시
청주복대동점,충청북도 청주시 흥덕구 대신로10번길 6-7,청주시
청주하복대점,충북 청주시 흥덕구 진재로 46 1층,청주시
청주복대사거리점,충북 청주시 흥덕구 복대로 180 (복대동),청주시
청주산남동점,충북 청주시 서원구 산남로 48 주1동 114호(산남동),청주시
서원대점,충북 청주시 서원구 모충동 250-6,청주시
청주개신동점,충북 청주시 흥덕구 개신동  691,청주시
청주성안홈플러스점,충북 청주시 상당구 사직대로 346 1층(서문동),청주시
청주상당로점,충북 청주시 상당구 상당로 112,청주시
충북오송점,"충북 청주시 흥덕구 오송읍 오송생명5로 183-3 1층 101호, 102호",청주시
청주용암중앙점,충북 청주시 상당구 낙영로24번길 17 1층 (용암동),청주시
청주성화중앙점,충북 청주시 서원구 장전로 10 1층(성화동),청주시
청주개신중앙점,"충북 청주시 서원구 모충로9번길 3 1,2층",청주시
청주사직점,"충북 청주시 서원구 예체로 55 상가동 101,102호",청주시
청주테크노폴리스점,"충북 청주시 흥덕구 송화로 176 1,2층 (송정동)",청주시
오창중부점,충북 청주시 청원구 오창읍 중부로 760 상가동 1층 109호,청주시
청주분평중앙점,"충북 청주시 서원구 청남로 2018 (분평동) 1층 102,103호",청주시
충주교통대점,충북 충주시 대소원면 대학로 11 이디야 커피,충주시
충주연수동점,충청북도 충주시 갱고개로 162 (연수동  ),충주시
충주연수중앙점,충북 충주시 번영대로 113 4-5호(연수동),충주시
충주성서동점,충북 충주시 성서7길 33 1층(성서동),충주시
충주호암점,충북 충주시 사천개로 40 (호암동) 1층 106호,충주시
충주문화점,충북 충주시 중원대로 3364 (문화동) 1층 이디야커피 충주문화점,충주시
충주한스타워점,"충북 충주시 국원대로 107 (교현동) 지하1층 B 112,113호",충주시
