매장코드,매장명,주소,오픈날짜
352,종로관철,서울특별시 종로구 관철동 12-15번지 2층,2010-11-24
351,경복궁역,서울특별시 종로구 통의동 35-41 1층,2010-11-19
401,이마빌딩,서울특별시 종로구 수송동 146-1번지,2011-06-28
301,마로니에공원,서울특별시 종로구 동숭동 1-115번지 1-2층,2009-12-22
330,종로3가,서울특별시 종로구 종로3가 9-3번지 1-4층,2010-07-23
578,대학로,서울특별시 종로구 연건동 128-8 홍익대학교 대학로캠퍼스 內,2013-01-15
383,경복궁사거리,서울특별시 종로구 중학동 14번지 트윈트리타워B동 101호,2011-04-14
572,종로관수,서울특별시 종로구 관수동 3-5번지,2012-12-21
2426,그랑서울,서울특별시 종로구 청진동 70 그랑서울,2025-06-26
2014,광화문교보문고,서울특별시 종로구 종로1가 1 교보생명빌딩 지하1층,2022-08-31
2414,광장마켓,서울특별시 종로구 예지동 2-1,2025-05-29
2452,KT광화문웨스트B1F,서울특별시 종로구 세종로 100 KT 광화문 빌딩 West,2025-08-28
1809,정동,서울특별시 종로구 신문로2가 89-27 피어선빌딩,2021-05-26
1838,종로플레이스,서울특별시 종로구 인의동 28-2 종로플레이스,2021-07-28
1833,강북삼성병원1층,서울특별시 종로구 평동 108-1외 12필지 강북삼성병원 효석관(본관) 1층,2021-07-13
1660,동숭길입구,서울특별시 종로구 혜화동 90-18 혜화동씨티밸리 101호,2020-06-19
1729,서울대치과병원,서울특별시 종로구 연건동 275-1 서울대학교 치과병원 신관1층,2020-12-03
2363,서대문적십자,서울특별시 종로구 평동 164 서울적십자병원 별관 상가동 1층 B호,2024-12-26
2451,리저브광화문,서울특별시 종로구 세종로 100 KT 광화문 빌딩 West,2025-08-28
1794,서대문역,서울특별시 종로구 평동 222 디타워(돈의문),2021-04-28
1426,숭례문북창,서울특별시 중구 남대문로4가 17-19,2018-10-31
1569,을지로4가역,"서울특별시 중구 을지로4가 323 118호,119호,202호 일부",2019-11-14
1543,동대문두타,서울특별시 중구 을지로6가 18-12 두산타워빌딩,2019-09-19
1496,대한상공회의소R,서울특별시 중구 남대문로4가 45 대한서울상공회의소 1층,2019-05-29
1419,국립중앙의료원,서울특별시 중구 을지로6가 18-131 을지회관,2018-10-12
1367,동국대,서울특별시 중구 충무로5가 90,2018-05-24
1177,동대문공원,서울특별시 중구 광희동1가 185-1,2017-02-28
1245,을지로국제빌딩,서울특별시 중구 다동 111 국제빌딩,2017-07-25
1140,동대입구역,서울특별시 중구 장충동1가 62-35 종이나라빌딩,2016-12-08
1096,신당역사거리,서울특별시 중구 흥인동 86 KT 동대문지사,2016-07-28
1101,연세세브란스,서울특별시 중구 남대문로5가 84-11 연세세브란스빌딩,2016-08-18
1001,회현역,"서울특별시 중구 회현동1가 206 리더스뷰남산 107,108호",2015-11-03
994,을지로경기빌딩,서울특별시 중구 삼각동 115 경기빌딩,2015-10-28
1065,을지로2가,서울특별시 중구 을지로2가 88-5,2016-05-25
1063,신세계본점6F,서울특별시 중구 충무로1가 52-5 신세계백화점건물,2016-05-12
998,서울중앙우체국,서울특별시 중구 충무로1가 21-1 서울중앙우체국,2015-10-27
1047,한국프레스센터,서울특별시 중구 태평로1가 25 프레스센터,2016-03-28
920,명동중앙로,서울특별시 중구 명동2가 2-16,2015-04-28
883,약수역,서울특별시 중구 신당동 374-27,2015-01-22
874,중구저동,서울특별시 중구 저동2가 24-1,2014-12-23
866,명동길,서울특별시 중구 충무로2가 7-1,2014-12-17
845,서소문로,서울특별시 중구 서소문동 75 대한빌딩,2014-10-29
678,신당역,서울특별시 중구 흥인동 132번지 1층,2013-10-22
777,명동메트로,서울특별시 중구 을지로2가 199-33 메트로호텔,2014-05-20
219,숭례문,서울특별시 중구 남대문로5가 6-1번지 그레이츠 숭례 1층,2004-03-29
71,순화동더샵,서울특별시 중구 순화동 151번지  1층,2007-06-15
234,환구단,서울특별시 중구 소공동 87-10,2005-10-20
179,무교동,서울특별시 중구 무교동 45 코오롱빌딩,2002-03-08
187,문화일보,서울특별시 중구 충정로1가 68 문화일보(문화일보사건물),2002-06-27
181,태평로,서울특별시 중구 태평로2가 69-7 대영빌딩 1층,2002-04-18
213,퍼시픽타워,서울특별시 중구 서소문동 135 퍼시픽타워 1층,2003-10-27
289,남산단암,서울특별시 중구 남대문로5가 단암빌딩 120번지,2009-09-29
106,황학캐슬,서울특별시 중구 황학동 2545 롯데캐슬베네치아,2008-07-25
491,을지로삼화타워,서울특별시 중구 을지로2가 204 삼화타워 1층,2012-03-20
581,소공로,서울특별시 중구 소공동 70번지 삼영빌딩 1층일부,2013-01-25
382,을지로한국빌딩,서울특별시 중구 을지로2가 198번지 1층,2011-04-11
513,시청,서울특별시 중구 을지로1가 50 삼성화재 삼성빌딩1층,2012-05-02
583,명동역,서울특별시 중구 충무로1가 25-52 건물전체,2013-01-30
2305,장충라운지R,"서울특별시 중구 장충동1가 48-16,48-17,48-46,48-15,48-49,48-14",2024-09-12
2192,충무로,서울특별시 중구 필동1가 43-1,2023-09-22
2129,이마트타워,서울특별시 중구 순화동 53 신한L서울타워,2023-05-02
2241,동호로,서울특별시 중구 신당동 372-3,2024-03-07
1724,무교로,서울특별시 중구 무교동 32-2 남강건설회관빌딩,2020-10-29
1942,청계크리스탈스퀘어,서울특별시 중구 수표동 47-1,2022-03-18
1692,그랜드센트럴,서울특별시 중구 남대문로5가 253,2020-08-20
2044,세종대로,서울특별시 중구 태평로1가 62-12 조흥금융박물관,2022-10-26
2455,시청역11번출구,서울특별시 중구 서소문동 26 경서빌딩,2025-08-29
2051,동대문디자인플라자,"서울특별시 중구 을지로7가 2-1, B2층 F1호",2022-10-26
2480,우리은행본점B1F,서울특별시 중구 회현동1가 203 (주)우리은행본점,2025-11-27
1779,별다방,서울특별시 중구 회현동2가 88 스테이트타워 남산,2021-03-26
2446,동대문역사문화공원역,서울특별시 중구 광희동2가 37,2025-08-28
1830,포포인츠명동,서울특별시 중구 저동2가 89 포포인츠바이쉐라톤서울명동,2021-07-08
2430,한국은행교차로,서울특별시 중구 남대문로2가 111-1 프리즈마111 1층,2025-06-26
1720,명동남산,서울특별시 중구 남산동3가 13-31 경양빌딩,2020-10-15
1445,명일역,서울특별시 강동구 명일동 312-28,2018-12-13
1506,강동구청DT,서울특별시 강동구 성내동 550,2019-06-13
1474,강동암사DT,서울특별시 강동구 암사동 441-12,2019-02-28
1645,굽은다리역,서울특별시 강동구 명일동 353-2 원일타워,2020-05-22
1102,강동역,서울특별시 강동구 천호동 447-17 강동 헤르셔,2016-08-25
1046,둔촌동,서울특별시 강동구 성내동 441-2 평원빌딩,2016-03-22
743,천호이마트,서울특별시 강동구 천호동 455-4 이마트별관,2014-02-28
789,길동역,서울특별시 강동구 길동 378-3,2014-06-13
677,상일동,"서울특별시 강동구 상일동 501, 1~2층",2013-10-23
766,명일이마트,서울특별시 강동구 명일동 47-7 명일이마트별관주차장,2014-04-24
1754,상일동역,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,2021-01-15
1682,천호사거리,서울특별시 강동구 천호동 431-4 예경빌딩,2020-07-30
2466,강동그란츠,"서울특별시 강동구 성내동 15 근생 1-6, 1-7",2025-09-19
2015,강일역,"서울특별시 강동구 강일동 723, 1층",2022-08-02
1843,올림픽공원북2문,서울특별시 강동구 성내동 448-8 다성빌딩 1층,2021-08-05
2467,둔촌포레온스테이션5,"서울특별시 강동구 둔촌동 170-1 포레온스테이션5 1063, 1064",2025-09-26
2358,암사역,서울특별시 강동구 암사동 501 암사역,2024-12-20
2392,이케아강동,서울특별시 강동구 고덕동 353-23,2025-04-17
2307,강동강일,서울특별시 강동구 강일동 75-12 경서프라자,2024-08-22
1700,천호대로길동,서울특별시 강동구 길동 457-4 서울특별시 강동구 천호대로 1131 (길동),2020-10-08
1182,구로디지털타워,서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 101호,2017-03-08
787,오류동역,서울특별시 구로구 오류동 55-50,2014-06-10
657,구로디지털로,서울특별시 구로구 구로동 191-7번지 에이스테크노타워8차 1층,2013-08-27
28,구로에이스,서울특별시 구로구 구로동 212-1 에이스트윈타워1 103호,2006-05-16
333,구로하이엔드,서울특별시 구로구 구로동 235-2 에이스하이엔드타워 103호,2010-08-19
568,포포인츠구로,서울특별시 구로구 구로동 1128-1 포포인츠바이쉐라톤 구로 1층,2012-11-26
2433,신도림센터포인트,"서울특별시 구로구 구로동 3-25 신도림테크노마트웨스트 지하1층 오01호, 오02호",2025-08-20
1868,구로고척,서울특별시 구로구 고척동 72-59 외 6필지,2021-09-09
1690,구로NC,서울특별시 구로구 구로동 573 구로NC,2020-09-07
2036,구로오류DT,서울특별시 구로구 오류동 271,2022-10-07
1996,구로구청,"서울특별시 구로구 구로동 81-1, 81-2,81-,3 스페스큐브, B101호",2022-06-30
2081,고척아이파크,"서울특별시 구로구 고척동 100-7 고척아이파크, 1층 D-101호",2023-01-19
2290,신도림힐스테이트,서울특별시 구로구 신도림동 433-24 힐스테이트 신도림역 센트럴,2024-06-27
1203,답십리역,서울특별시 동대문구 답십리동 497-67,2017-04-11
1226,경희대삼거리,서울특별시 동대문구 회기동 60-40,2017-05-23
952,신설동역,서울특별시 동대문구 신설동 76-10,2015-07-22
784,회기역사거리,"서울특별시 동대문구 회기동 346-18, 36",2014-05-28
485,장한평역,서울특별시 동대문구 장안동 433-7,2012-02-27
345,경희대,서울특별시 동대문구 회기동 16-41 지하1층~지상3층,2010-09-30
2219,청량리역롯데캐슬스카이,서울특별시 동대문구 전농동 620-47 청량리역 롯데캐슬 SKY-L65,2023-12-19
2386,경희의료원,서울특별시 동대문구 회기동 1-5 경희의료원,2025-02-28
2070,경동1960,서울특별시 동대문구 제기동 1036경동시장 3~4층,2022-12-16
2340,사이버한국외대,서울특별시 동대문구 이문동 288-50,2024-10-29
1797,청량리역사,서울특별시 동대문구 전농동 588-1 청량리역사 Connect Place 6층,2021-04-22
2246,답십리초교사거리,서울특별시 동대문구 답십리동 266-1,2024-03-07
2213,장안사거리,서울특별시 동대문구 장안동 295-6 1층 전제,2023-11-28
1171,외대정문,서울특별시 동대문구 이문동 329-1,2017-01-25
1576,서울숲역,서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 1층,2019-11-28
1594,금호역,서울특별시 성동구 금호동4가 1483,2019-12-24
1288,뚝섬역,서울특별시 성동구 성수동1가 14-33 정명빌딩,2017-11-07
1208,황학사거리,서울특별시 성동구 하왕십리동 700 센트라스,2017-04-21
1246,성수역,서울특별시 성동구 성수동2가 317-20 세림빌딩,2017-07-25
1165,상왕십리역,서울특별시 성동구 하왕십리동 1070-3 서울동인병원,2017-01-17
919,왕십리역,서울특별시 성동구 도선동 58-1,2015-04-28
160,한양대,"서울특별시 성동구 행당동 31-11 경희빌딩 1,2층",2001-04-20
90,엔터식스,서울특별시 성동구 행당동 168-1 엔터식스몰 B1,2008-09-09
2062,신금호역,서울특별시 성동구 금호동1가 122 1~5층 전체,2022-12-13
2346,뚝섬역교차로,서울특별시 성동구 성수동1가 656-1731 누디트 서울숲,2024-11-15
2524,한양대복지관,서울특별시 성동구 사근동 110 한양대학교 복지관,2026-03-03
2055,왕십리역9번출구,서울특별시 성동구 행당동 267-23,2022-11-10
1928,성수,서울특별시 성동구 성수동2가 315-71 1층 103호,2022-02-25
1862,옥수,서울특별시 성동구 옥수동 262-1,2021-09-02
1712,성수낙낙,서울특별시 성동구 성수동2가 281-20 성수낙낙 1층 101~107호,2020-09-29
1572,효창공원앞역,서울특별시 용산구 효창동 13-2 용산 롯데캐슬 센터포레,2019-11-15
1655,서울역서부,서울특별시 용산구 서계동 219-17 서울역풍림아이원플러스,2020-06-11
1415,이태원역,"서울특별시 용산구 이태원동 127-6, 127-29",2018-09-13
1340,용산역써밋R,서울특별시 용산구 한강로2가 391 용산푸르지오써밋,2018-02-28
1268,이촌,"서울특별시 용산구 이촌동 300-20 101호, 102호, 201호, 202호",2017-09-29
1253,신용산역,서울특별시 용산구 한강로2가 342 래미안용산,2017-08-16
1170,용산파크타워,서울특별시 용산구 용산동5가 24 파크타워,2017-01-25
1115,남영동,서울특별시 용산구 갈월동 90-8,2016-09-28
1093,한남동R,서울특별시 용산구 한남동 36-7  1층 ~ 2층,2016-07-20
1040,서울타워,서울특별시 용산구 용산동2가 산1-3 YTN서울타워,2016-02-29
746,서울역동자동,서울특별시 용산구 동자동 45 센트레빌아스테리움서울 KDB생명타워 D동,2014-03-17
612,순천향입구,서울특별시 용산구 한남동 657-104,2013-05-03
94,동빙고,"서울특별시 용산구 동빙고동 10-8, 7-33",2008-08-29
370,숙대입구역,서울특별시 용산구 갈월동 69-5 지하1~3층,2011-03-16
257,용산아이파크몰6F,"서울특별시 용산구 한강로3가 40-999 현대아이파크몰(용산역민자역사), 6층",2004-10-29
522,동부이촌동,서울특별시 용산구 이촌동 302-60번지,2012-05-30
2031,숙명여대정문,서울특별시 용산구 청파동2가 53-12 숙명여자대학교,2022-09-08
1740,용산해링턴스퀘어,서울특별시 용산구 한강로3가 63-70(용산해링턴스퀘어 상가),2020-12-10
1990,경리단길,서울특별시 용산구 이태원동 658,2022-06-16
1798,서울역사,서울특별시 용산구 동자동 43-205 서울역(철도역),2021-04-22
1673,용산리첸시아,서울특별시 용산구 원효로1가 133-3 리첸시아 용산,2020-07-15
1886,용산전자랜드,서울특별시 용산구 한강로3가 16-9 전자랜드 c139호,2021-11-08
2367,용산이마트,서울특별시 용산구 한강로3가 40-999 용산이마트 지하2층,2024-12-27
2344,용산아이파크몰1F,서울특별시 용산구 한강로3가 40-999 1층,2024-11-29
1055,상봉,서울특별시 중랑구 상봉동 79 상봉 듀오트리스 주상복합,2016-04-14
964,중랑역,서울특별시 중랑구 상봉동 130-3,2015-08-07
903,중랑구청,서울특별시 중랑구 신내동 563-3,2015-03-25
838,사가정역,서울특별시 중랑구 면목동 617-2,2014-10-02
493,상봉역,"서울특별시 중랑구 상봉동 100-2,3,4번지",2012-03-23
2500,면목역,서울특별시 중랑구 면목동 115-2,2025-12-16
1668,묵동,서울특별시 중랑구 묵동 169-12 로프트원 태릉입구역 1층,2020-06-30
2345,망우동,서울특별시 중랑구 망우동 488-5,2024-11-28
2002,양원역,"서울특별시 중랑구 망우동 618 B1~1층일부 B101,B102,101,102  4개호실",2022-08-25
1749,중화역,"서울특별시 중랑구 중화동 306-68 중화동 HS빌딩 1,2층",2020-12-22
2135,리버사이드대성리DT,경기도 가평군 청평면 대성리 344-22,2023-05-12
2163,가평설악IC DT,"경기도 가평군 설악면 신천리 554-5, 6, 9, 10",2023-07-28
1840,남이섬,"경기도 가평군 가평읍 달전리 113-4, 11",2021-07-30
1596,소노캄고양,경기도 고양시 일산동구 장항동 1755 소노캄고양웨스트타워,2019-12-20
1465,일산애니골DT,경기도 고양시 일산동구 풍동 609,2019-01-29
1432,동국대일산병원,경기도 고양시 일산동구 식사동 814 동국대학교 일산병원(일산한방병원),2018-11-20
1317,일산풍동DT,경기도 고양시 일산동구 풍동 879,2017-12-20
1112,백석중앙로,경기도 고양시 일산동구 백석동 1237,2016-09-12
829,일산식사,경기도 고양시 일산동구 식사동 1531,2014-09-16
810,풍산이마트,경기도 고양시 일산동구 중산동 1809,2014-07-24
673,백석역DT,경기도 고양시 일산동구 백석동 1296-3번지 1층,2013-10-10
779,백석,경기도 고양시 일산동구 백석동 1332,2014-05-23
631,라페스타광장,경기도 고양시 일산동구 장항동 770-1번지,2013-06-24
986,일산백마,경기도 고양시 일산동구 마두동 751,2015-09-17
381,웨스턴돔B,"경기도 고양시 일산동구 장항동 868 웨스텀 돔2 1층119호, 120호, 121호, 122호",2011-04-07
490,마두역,경기도 고양시 일산동구 장항동 890-5번지,2012-03-12
1681,일산동구청,경기도 고양시 일산동구 장항동 855 장항동이스턴시티,2020-07-28
1973,고양대로DT,경기도 고양시 일산동구 풍동 699-2 창일주유소,2022-07-01
1957,일산하늘마을,경기도 고양시 일산동구 중산동 1836-3,2022-04-13
1449,과천DT,경기도 과천시 중앙동 79,2018-12-19
175,과천이마트,경기도 과천시 별양동 1-19 이마트 1층,2001-12-22
366,과천,경기도 과천시 중앙동 40-10 고려빌딩 1층,2011-02-25
2306,과천지식정보타운,경기도 과천시 갈현동 산32 프리즘스퀘어2,2024-09-26
2395,과천메가존,"경기도 과천시 갈현동 470-1, 1층 105-1호",2025-04-08
1433,광명하안대로,경기도 광명시 하안동 35 국민은행,2018-11-23
1564,철산역,경기도 광명시 철산동 245-9 웅진빌딩,2019-10-29
1378,광명역,경기도 광명시 일직동 513 광명역써밋플레이스,2018-06-20
1207,광명소하DT,경기도 광명시 소하동 1077,2017-04-13
1243,광명소하,경기도 광명시 소하동 1335,2017-07-18
1168,광명사거리역,경기도 광명시 광명동 158-86 광명빌딩,2017-01-26
1008,철산로데오,경기도 광명시 철산동 425 가림빌딩,2015-11-26
842,광명하안,경기도 광명시 하안동 53-3,2014-10-16
477,광명철산,경기도 광명시 철산동 482,2012-01-27
1877,광명AK,"경기도 광명시 일직동 512-3, 1층 일부",2021-10-27
2528,광명센트럴,경기도 광명시 광명동 57-2,2026-03-17
1788,광명롯데몰,경기도 광명시 일직동 500 롯데아울렛 1층,2021-04-07
1615,경기광주쌍령DT,경기도 광주시 쌍령동 168,2020-02-28
1450,경기광주신현DT,"경기도 광주시 신현동 701-5, 701-6,, 701-3",2018-12-21
1584,경기광주송정DT,경기도 광주시 송정동 12-12,2019-12-18
1003,경기광주,경기도 광주시 경안동 20-14,2015-11-10
1835,경기광주초월역DT,경기도 광주시 초월읍 쌍동리 261-3,2021-07-16
2276,경기광주IC DT,경기도 광주시 장지동 586-2,2024-05-31
1765,곤지암IC DT,경기도 광주시 곤지암읍 삼리 399-6 스타벅스 곤지암 IC DT점,2021-02-05
2322,경기광주태전,경기도 광주시 태전동 122 태전센트럴타워,2024-09-13
1413,구리갈매역,경기도 구리시 갈매동 596 갈매역아이파크,2018-09-07
614,구리돌다리,경기도 구리시 수택동 526-3번지 우진빌딩,2013-05-14
2225,구리갈매DT,경기도 구리시 갈매동 553,2024-01-05
1816,구리장자호수,경기도 구리시 수택동 874-5 리필B/D,2021-06-29
1944,구리인창DT,경기도 구리시 인창동 344-6,2022-03-24
1881,구리수택,경기도 구리시 수택동 854-2,2021-11-09
1894,구리토평DT,경기도 구리시 토평동 567-1 스타벅스 구리토평DT,2021-12-16
1451,산본사거리,경기도 군포시 산본동111 ,2018-12-20
82,산본,경기도 군포시 산본동 1132-3 성진빌딩 1층,2007-09-15
442,산본역,경기도 군포시 산본동 1142-5 금화프라자1층,2011-10-14
516,산본동,경기도 군포시 산본동 1099-1번지 태주빌딩 2층,2012-05-08
2004,금정AK,경기도 군포시 금정동 916 힐스테이트 금정역 AK플라자 4층 일부,2022-07-13
2527,산본이마트,경기도 군포시 산본동 1123 이마트백화점,2026-02-27
1739,산본역서부사거리,경기도 군포시 산본동 1145-6 롯데피트인산본 1층 일부,2020-11-30
1620,다산지금,경기도 남양주시 다산동 6216-4 101-106호,2020-02-28
1482,남양주연평DT,경기도 남양주시 진접읍 연평리 59-3,2019-04-10
1638,다산진건,경기도 남양주시 다산동 6058-2,2020-04-28
1627,도농역,경기도 남양주시 다산동 6176-1 광장프라자 101-106호,2020-04-09
1222,남양주진접DT,경기도 남양주시 진접읍 장현리 230-6,2017-05-17
1204,리버사이드팔당DT,경기도 남양주시 와부읍 도곡리 504-15,2017-04-19
1122,별내불암로,경기도 남양주시 별내동 1097-1 신성프라자,2016-10-12
959,평내DT,경기도 남양주시 평내동 246-2,2015-07-28
880,별내,경기도 남양주시 별내동 1015,2015-01-09
610,평내호평역,경기도 남양주시 호평동 638번지 성보빌딩,2013-04-30
2374,진접역,경기도 남양주시 진접읍 금곡리 1018,2025-01-24
1908,더북한강R,경기도 남양주시 화도읍 금남리 806-1 건물전체,2022-01-07
1706,남양주화도DT,"경기도 남양주시 화도읍 차산리 97-3, 97-5, 97-7, 97-12, 97-15, 97-17",2020-09-23
1844,다산DT,경기도 남양주시 다산동 6147-2,2021-08-19
1884,남양주묵현DT,경기도 남양주시 화도읍 묵현리 62-25,2021-11-17
2432,남양주이마트,경기도 남양주시 호평동 637 남양주 호평이마트,2025-07-24
2094,다산이마트,경기도 남양주시 다산동 4001-29 부영애시앙 지하1층 이마트내,2023-02-23
2048,별내별가람역,경기도 남양주시 별내동 824 1층 104~107호,2022-10-20
1870,남양주삼패,경기도 남양주시 삼패동 146-26,2021-09-16
2327,남양주행정타운,경기도 남양주시 다산동 6193 1층 101~105,2024-09-26
1558,판교유스페이스,경기도 성남시 분당구 삼평동 670 유스페이스1,2019-10-24
1479,판교알파돔타워,경기도 성남시 분당구 백현동 537,2019-03-29
1391,판교아비뉴프랑R,경기도 성남시 분당구 삼평동 740 판교 호반 써밋 플레이스,2018-06-29
1313,야탑터미널,경기도 성남시 분당구 야탑동 341 분당종합터미널,2017-12-13
1219,분당이매,경기도 성남시 분당구 이매동 146-2 중일빌딩,2017-05-11
1189,분당율동공원,경기도 성남시 분당구 율동 300,2017-03-17
1087,정자동,경기도 성남시 분당구 정자동 126-3 평림빌딩,2016-06-24
1043,판교알파돔시티,"경기도 성남시 분당구 백현동 530번지 타워2동 1층, 138~142호",2016-03-17
961,서판교,경기도 성남시 분당구 운중동 943,2015-07-29
931,판교브릿지타워,경기도 성남시 분당구 삼평동 617 브릿지타워,2015-05-28
816,판교역로,경기도 성남시 분당구 삼평동 663 리치투게더센터 1~2층,2014-07-31
785,서현,경기도 성남시 분당구 서현동 246-1 금화빌딩,2014-05-29
720,수내로,경기도 성남시 분당구 수내동 8-1 코아빌딩,2014-01-20
229,정자역,"경기도 성남시 분당구 정자동 19-6, 1~2층",2006-01-04
773,분당구청,경기도 성남시 분당구 서현동 267-3,2014-04-30
117,뉴코아야탑,경기도 성남시 분당구 야탑동 357-1 뉴코아 야탑점 아울렛 1층,2008-02-28
767,미금역,경기도 성남시 분당구 금곡동 168 메디파크빌딩,2014-04-25
63,수내,경기도 성남시 분당구 수내동 10-1 분당트라팰리스,2006-10-25
53,정자상떼뷰,경기도 성남시 분당구 정자동 12-2 성원상떼뷰리젠시 201-101,2007-04-06
132,서현미래에셋,경기도 성남시 분당구 서현동 254-1 미래에셋빌딩 1층,2008-04-17
415,야탑글라스,경기도 성남시 분당구 야탑동 366-4번지,2011-08-05
582,정자,경기도 성남시 분당구 정자동 159-3번지 SPG센터,2013-01-29
595,분당서울대병원4,경기도 성남시 분당구 구미동 300 분당서울대병원 신관 4층,2013-03-18
594,분당서울대병원1,경기도 성남시 분당구 구미동 300 분당서울대병원 신관 1층,2013-03-18
519,서현N타운,"경기도 성남시 분당구 서현동 261-5,6",2012-05-21
384,서현역,경기도 성남시 분당구 서현동 248-5 1층,2011-04-19
343,오리역,경기도 성남시 분당구 구미동 185-4 1층,2010-09-17
476,분당정자,경기도 성남시 분당구 정자동 7번지 두산파빌리온 1층,2012-01-20
296,수내역,경기도 성남시 분당구 수내동 17-1번지 1-2층,2009-11-05
469,정자아데나,경기도 성남시 분당구 정자동 169-1,2012-01-06
393,분당이마트,경기도 성남시 분당구 정자동 211번지,2011-05-31
440,판교H스퀘어,경기도 성남시 분당구 삼평동 680번지 H스퀘어,2011-10-10
539,오리역삼거리,경기도 성남시 분당구 구미동 157번지,2012-08-16
551,판교HIPEX,경기도 성남시 분당구 삼평동 679번지 판교 삼환 HIPEX,2012-09-10
2300,판교도서관,"경기도 성남시 분당구 판교동 592, 1~2층 일부",2024-07-31
1964,네이버1784,"경기도 성남시 분당구 정자동 178-4, 네이버1784 2층",2022-04-14
1962,미금역2001아울렛,경기도 성남시 분당구 구미동 11-4외 3필지 지하1층 일부,2022-04-08
1773,분당서현역AK R,경기도 성남시 분당구 서현동 263 AK플라자,2021-03-18
2130,판교역힐스테이트,"경기도 성남시 분당구 백현동 540,  판교힐테이트 1092~1095호",2023-05-04
2160,수내역1번출구,"경기도 성남시 분당구 수내동 6-8, 1~2층",2023-07-27
2084,HD현대R&D센터,"경기도 성남시 분당구 정자동 4-5, 1층",2023-01-27
2530,수내양지마을,경기도 성남시 분당구 수내동 28-2 양지프라임,2026-03-27
1698,분당궁내DT,경기도 성남시 분당구 궁내동 255-5,2020-09-04
1689,야탑역사거리,경기도 성남시 분당구 야탑동 514-2 뉴젠빌원룸텔,2020-08-13
1513,남한산성입구역,"경기도 성남시 중원구 금광동 4608, 4609, 4610번지 101호, 102호, 103호, 104호, 105호, 106호",2019-06-20
847,단대오거리역,경기도 성남시 중원구 중앙동 208 1~2층,2014-10-30
1922,성남모란DT,경기도 성남시 중원구 성남동 3968,2022-01-25
1568,수원금곡,경기도 수원시 권선구 금곡동 1114-1 리더스빌딩,2019-11-21
1619,수원세류DT,"경기도 수원시 권선구 세류동 325-1, 325, 325-8",2020-04-16
1370,수원호매실,"경기도 수원시 권선구 금곡동 1077 수원모아미래도센트럴타운2단지 B232,233,234호",2018-06-20
1264,수원권선DT,경기도 수원시 권선구 오목천동 321-20,2017-09-05
1247,수원권선,경기도 수원시 권선구 권선동 1364 수원아이파크시티8단지,2017-07-28
173,수원이마트,"경기도 수원시 권선구 권선동 1189 터미널동, 할인점동 (수원이마트 2층)",2001-12-21
1803,수원세류역DT,경기도 수원시 권선구 세류동 1163-2,2021-05-27
1921,타임빌라스수원,경기도 수원시 권선구 서둔동 381 롯데몰 수원점,2022-01-12
2275,수원고색동DT,경기도 수원시 권선구 고색동 547-1,2024-06-21
2298,수원탑동DT,경기도 수원시 권선구 탑동 437-2,2024-08-29
1542,수원연무DT,경기도 수원시 장안구 연무동 247-16,2019-09-19
1410,북수원IC DT,"경기도 수원시 장안구 파장동 469-4, 469-47, 469-48, 469-49번지(총4필지) 중 일부 (건물 1~3층)",2018-08-31
1337,수원천천,경기도 수원시 장안구 천천동 524-4 해든타워,2018-02-06
585,수원성균관대,"경기도 수원시 장안구 율전동 285-6번지 1층4,5,6호 2층1,2호",2013-01-30
2238,스타필드수원6F,경기도 수원시 장안구 정자동 111-14,2024-01-24
2237,스타필드수원1F,경기도 수원시 장안구 정자동 111-14,2024-01-24
2064,수원정자사거리DT,경기도 수원시 장안구 정자동 79-7,2022-12-02
2458,수원이목동DT,경기도 수원시 장안구 이목동 488,2025-09-23
1883,수원종합운동장,경기도 수원시 장안구 송죽동 506-2,2021-11-17
2183,수원조원DT,경기도 수원시 장안구 조원동 917,2023-09-14
1610,수원경수인계DT,경기도 수원시 팔달구 인계동 963-11,2020-01-31
1321,수원KBS DT,경기도 수원시 팔달구 인계동 363-5,2018-01-26
828,수원인계DT,경기도 수원시 팔달구 인계동 1019 1~2층,2014-09-12
899,수원이비스,경기도 수원시 팔달구 인계동 1132-12,2015-02-27
49,수원매산,경기도 수원시 팔달구 매산로1가 53-9,2006-08-22
987,동수원DT,경기도 수원시 팔달구 우만동 153-20,2015-09-24
559,수원인계,경기도 수원시 팔달구 인계동 1038-2번지,2012-09-27
535,아주대,"경기도 수원시 팔달구 우만동 58-32,36번지",2012-07-27
2236,수원성빈센트병원,경기도 수원시 팔달구 지동 93-6 성빈센트병원,2024-04-19
2155,수원화성행궁,경기도 수원시 팔달구 신풍동 224,2023-07-20
1893,수원나혜석거리,경기도 수원시 팔달구 인계동 1119-9,2021-11-26
2405,수원역AK B1,경기도 수원시 팔달구 매산로1가 18 AK플라자 지하1층,2025-04-22
2333,수원경인일보,경기도 수원시 팔달구 인계동 1122-11,2024-09-27
1879,수원역AK R,경기도 수원시 팔달구 매산로1가 18 AK플라자 1층,2021-11-04
1609,시흥대야DT,경기도 시흥시 대야동 501-3,2020-01-22
1607,배곧아브뉴프랑,경기도 시흥시 정왕동 2526 시흥배곧 아브뉴프랑 센트럴 옐로우,2020-01-23
