징지역,지점ID,매점명,주소
서울,398,신논현점,"서울특별시 서초구 사평대로56길 7, 1층 107호(서초동, 서초한일유앤아이주상복합)"
서울,123,마곡류마타워점,"서울특별시 강서구 공항대로 164, 1층 119호(마곡동, 류마타워)"
서울,504,역삼역점,"서울특별시 강남구 테헤란로27길 8, 1층(역삼동, 다온빌딩)"
서울,543,한강성심병원점,"서울특별시 영등포구 버드나루로7길 3, 1층 104호(영등포동2가, 경동미르웰 여의도)"
서울,126,역삼언주로점,"서울특별시 강남구 언주로85길 32, 2층 201호(역삼동)"
서울,1037,역삼역5번출구점,"테헤란로 147, 성지하이츠2차 1층 102호"
서울,116,영등포구청역점,"서울특별시 영등포구 당산로31길 16, 1층(당산동3가)"
서울,705,오금역점,"서울 송파구 오금로 307, 르네상스빌아파트 1층 101호"
서울,902,대치학원가점,"도곡로 501, SM타워 지하1층 B102호"
서울,105,영등포시장역점,"서울특별시 영등포구 영중로 75-1, 1층(영등포동7가)"
서울,892,디앤써밋영등포점,"버드나루로 23, 여의도디앤써밋 1층 101호"
서울,721,메가스터디타워점,"서울 동작구 노량진로140, 메가스터디타워 1층 102호"
서울,376,역삼신한점,"서울특별시 강남구 언주로 405, 지상1층 106호(역삼동)"
서울,793,송파둘레길본점,"삼전로2길 57, 매머드빌딩 1층"
서울,178,국기원점,"서울특별시 강남구 테헤란로5길 11, 1층 2호(역삼동)"
서울,751,영등포이앤씨점,"서울 영등포구 선유로 146, 이앤씨드림타워 1층 121호일부"
서울,784,역삼월드점,"역삼로52길 14, 월드메르디앙 도곡프라자 1층 112호"
서울,743,영등포반도아이비밸리점,"서울 영등포구 영신로 166, 영등포반도아이비밸리 1층 118호"
서울,368,역삼신일유토빌점,"서울특별시 강남구 논현로87길 41, 1층 104-1호(역삼동, 신일유토빌)"
서울,27,중앙대점,"서울특별시 동작구 흑석로101, 1층(흑석동)"
서울,122,대치점,"서울특별시 강남구 도곡로 442, 1층 104호(대치동, 진흥빌딩)"
서울,626,목동중앙점,"서울특별시 양천구 목동서로 133-4, 1층 105호(목동, 스카이포레)"
서울,757,역삼중앙점,"서울 강남구 강남구 논현로 425, 마이다스빌딩 1층 102호"
서울,313,노량진큐브점,"서울특별시 동작구 노량진로 80, 1층 101호(노량진동, 노량진큐브스테이트)"
서울,181,강남해커스타운점,"서울특별시 서초구 서초대로77길 9, 1층 105호(서초동)"
서울,331,영등포리드원점,"서울특별시 영등포구 양산로 91, 1층 119호(당산동3가, 리드원)"
서울,346,영등포동2가점,"서울특별시 영등포구 영등포로 251-1, 1층 일부(영등포동2가)"
서울,44,대방역점,"서울특별시 영등포구 여의대방로62길 2, 1층(신길동, 봉덕빌딩)"
서울,794,동역삼로점,"역삼로 213, 1층 101호"
서울,242,송파헬리오시티점,"서울특별시 송파구 송파대로 345, 001A동 1001호(가락동, 헬리오시티)"
서울,995,우장산역점,"강서로45가길 10, 경원빌딩 1층 103호"
서울,953,영등포시장사거리점,"영등포로 198-1, 1층"
서울,115,삼성타운점,"서울특별시 서초구 서운로 138, 108호(서초동, 서초동아타워)"
서울,977,영등포유통상가점,"당산동2가 37, 하나비즈타워 1층 101호"
서울,563,당산생각공장점,"서울특별시 영등포구 영등포로 150, 1층 B112호(당산동1가, 생각공장 당산)"
서울,151,목동41타워점,"서울특별시 양천구 목동동로 293, 1층 1-13호(목동, 현대41타워)"
서울,720,서역삼로점,"서울 강남구 역삼로 166, 1층"
서울,604,강남서초점,"서울특별시 서초구 서초대로78길 30, 1층 1호(서초동)"
서울,438,동아프라임밸리점,"서울특별시 영등포구 영등포로5길 19, 1층 105호(양평동2가, 동아프라임밸리)"
서울,278,타임스퀘어시티점,"서울특별시 영등포구 문래로 180, 1층 102호(영등포동4가, 영등포 센트럴 푸르지오 시티)"
서울,26,영등포우체국점,"서울특별시 영등포구 경인로 841, 1층(영등포동4가)"
서울,481,강남1호점,"서울특별시 강남구 역삼로 113, 1층 102호(역삼동)"
서울,41,서초법원점,"서울특별시 서초구 서초중앙로24길 15, 1층(서초동, 단우빌딩)"
서울,75,경찰병원점,"서울특별시 송파구 송파대로28길 43, 1층 102호(가락동)"
서울,850,목동점,"목동서로 221, 굿모닝탑오피스텔 1층 110호"
서울,666,문래에이스NS타워점,"서울 영등포구 문래동6가 33, 에이스NS타워 1층 108호"
서울,752,오목교역점,"서울 양천구 오목로 345, 슬로우스퀘어 1층 108-1호"
서울,787,영등포역남부점,"영신로19길 12-1, 1층"
서울,22,교대후문점,"서울특별시 서초구 서초대로54길 33, 1층(서초동)"
서울,980,동작행정타운점,"장승배기로 70, 장승배기종합행정타운 10호"
서울,285,가락시장역점,"서울특별시 송파구 송파대로 260, 1층 105호(가락동, 제일오피스텔)"
서울,403,강남효성해링턴점,"서울특별시 서초구 강남대로51길 10, 1층 106호(서초도으 강남효성해링턴타워)"
서울,1035,신정초교점,"강서로16길 88, 1층"
서울,662,방배카페골목점,"서울 서초구 방배로43길 43, 1층 103호"
서울,131,에이스하이테크시티점,"서울특별시 영등포구 경인로 775, B183호(문래동3가, 에이스하이테크시티)"
서울,56,뱅뱅사거리점,"서울특별시 강남구 강남대로62길 11, 1층(역삼동)"
서울,920,도곡군인공제회관점,"남부순환로 2806, 군인공제회관 B1 106호"
서울,172,문래SKV1점,"서울특별시 영등포구 선유로9길 10, 1층 129호(문래동6가, 문래 SKV1 center)"
서울,68,까치산역점,"서울특별시 강서구 강서로16길 5, 1층(화곡동)"
서울,931,서초마제스타시티점,"서초대로38길 12, 마제스타시티서초애비뉴 제1층 117호"
서울,1008,서초중앙점,"강남대로43길 10, 1층"
서울,761,서울교대정문점,"서울 서초구 사임당로 60, 1층 일부"
서울,801,교대사거리점,"사임당로 39, 한성빌딩 1층 104-2호"
서울,586,숭실대입구역점,"서울특별시 동작구 상도로62길 69, 1층(상도동, 라온)"
서울,254,매봉역점,"서울특별시 강남구 남부순환로378길 8, 1층(도곡동)"
서울,875,수서목화점,"광평로 56길 8-9, 목화오피스텔 1층 101호"
서울,546,거여동점,"서울특별시 송파구 오금로 558, 1층 102호(거여동, 문성회관)"
서울,150,양재역점,"서울특별시 강남구 남부순환로359길 12, 1층 101호(도곡동, 항덕빌딩)"
서울,355,서초점,"서울특별시 서초구 서초대로40길 88, 103호 (서초동)"
서울,86,숭실대점,"서울특별시 동작구 사당로 24, 1층(상도동)"
서울,816,양재역강남대로점,"강남대로 248, 1층"
서울,723,내방점,"서울 서초구 방배로 174, 1층"
서울,671,신정교점,"서울 양천구 신목로 31,1층 102호(신정동)"
서울,193,서초센트럴점,"서울특별시 서초구 반포대로18길 36, 1층 107호(서초동, 서초센트럴IPARK)"
서울,989,서초구청점,"남부순환로347길 13, 동흥빌딩 1층 102호"
서울,579,서초서일점,"서울특별시 서초구 효령로68길 59, 1층(서초동)"
서울,609,문정skv1지하점,"서울특별시 송파구 법원로 128, B동 지하 120호 (문정동, 문정 SKV1 GL메트로시티)"
서울,34,문정skv1점,"서울특별시 송파구 법원로 128, B동 1층 103호(문정동, 문정 SKV1 GL메트로시티)"
서울,932,신대방삼거리역점,"상도로 69, 상원빌딩 103호"
서울,117,남부터미널역점,"서울특별시 서초구 효령로53길 18, 1층 114호(서초동, 석탑오피스텔)"
서울,613,양재동점,"서울특별시 서초구 남부순환로356길 26, 1층 102호(양재동)"
서울,611,문정역점,"서울특별시 송파구 법원로 114, E동 지1층 E-B169호(문정동, 엠스테이트)"
서울,329,송파에코점,"서울특별시 송파구 정의로7길 13, 1층 135호(문정동, 힐스테이트에코송파)"
서울,395,서초쌍용플래티넘점,"서울특별시 서초구 서초중앙로 18, 113호(서초동, 서초쌍용플래티넘)"
서울,713,보라매역부광약품점,"서울 동작구 상도로 13, 1층"
서울,305,신도림점,"서울특별시 구로구 경인로 661, 123호(신도림동, 신도림1차푸르지오)"
서울,111,문정점,"서울특별시 송파구 법원로11길 11, A동 1층 103호(문정동, 문정현대지식산업센터1-1)"
서울,319,보라매자이점,"서울특별시 동작구 여의대방로22길 121, 1층 1221호(신대방동, 보라매자이 더 포레스트)"
서울,20,문정테라타워점,"서울특별시 송파구 송파대로 167, A동 G155호(문정동, 문정역테라타워)"
서울,942,방배하나카드점,"방배로19길 14, 1층 102호"
서울,357,양재산기협점,"서울특별시 서초구 바우뫼로37길 36, 1층(양재동)"
서울,400,서초효령로점,"서울특별시 서초구 명달로 58, 1층 102호(서초동)"
서울,100,이수역점,"서울특별시 서초구 서초대로 12, 101동 104호(방배동, 세양아르비채)"
서울,578,양천구청이스타빌점,"서울특별시 양천구 목동서로 377, A동 1층 103호(신정동, 이스타빌3차)"
서울,849,예술의전당앞점,"반포대로 7, 1층"
서울,962,서서울호수공원점,"남부순환로58길 33, 1층 105호"
서울,783,이수자이점,동작대로23길 12 1층
서울,909,보라매초교점,"여의대방로 88, 1층 일부"
서울,738,양재일동제약점,"서울 서초구 바우뫼로 147, 스카이뷰빌딩 1층"
서울,99,포이점,"서울특별시 서초구 마방로10길 18-1, 1층(양재동, 남광빌딩)"
서울,196,남성점,"서울특별시 동작구 사당로16길 12, 1층(사당동)"
서울,767,가든파이브툴동점,"서울 송파구 충민로 10, 가든파이브툴동 1층 S01호"
서울,712,보라매대교점,"서울 동작구 보라매로3길 29, 해태보라매타워 1층 12호"
서울,1007,가든파이브웍스점,"충민로 52, 가든파이브웍스 지하1층 1074호"
서울,237,보라매공원점,"서울 동작구 보라매로5길 43, 보라매삼성쉐르빌아파트 1층 105호"
서울,983,구로거리공원점,"구로중앙로28길 73, 구로하우비 1층 105호"
서울,643,구로공구상가점,"서울특별시 구로구 구로중앙로 211, 1층 제101,102호(구로동)"
서울,832,관악중앙점,"관악로 195, 관악위버폴리스 1층 제102호"
서울,621,자곡동점,"서울특별시 강남구 자곡로 180, 1층 103-1호(자곡동, 강남유탑유블레스)"
서울,921,한림대강남성심병원점,"시흥대로187길 12, 대림동현대아파트 상가 1층 104호, 105호"
서울,78,구로대명벨리온점,"서울특별시 구로구 경인로53가길 10, 1층 107호(구로동, 구로 대명 벨리온 지식산업센터)"
서울,687,관악센츄리타워점,"서울시 관악구 남부순환로 1808, 1층 3호"
서울,223,봉천역점,"서울특별시 관악구 남부순환로 1733, 1층(봉천동)"
서울,463,구로구청점,"서울특별시 구로구 가마산로 271, 1층 101호(구로동, 구롱오네뜨시티)"
서울,127,사당점,"서울특별시 관악구 과천대로 953, 1층(남현동)"
서울,343,서울대입구역점,"서울특별시 관악구 관악로 168, 제1층 제108-1호(봉천동, 대우디오슈페리움2단지)"
서울,340,신림역점,"서울특별시 관악구 신림로 344, 102호, 103호(신림동, 에스케이허브그린)"
서울,309,매헌역점,"서울특별시 서초구 강남대로10길 41, 1층(양재동)"
서울,829,낙성대점,"남부순환로244길 14, 1층"
서울,332,관악구청점,"서울특별시 관악구 관악로11길 17, 1층 104호(봉천동, 연빌딩)"
서울,936,고척스카이돔점,경인로 430 고척스카이돔
서울,700,BYC사옥점,서울 영등포구 대림동 1005-3 (준공 전이라 구주소 입력)
서울,428,휴포레점,"서울특별시 동작구 시흥대로 606, 상가1층 110호(신대방동, 동작 협성휴포레 시그니처)"
서울,717,우면동점,"서울 서초구 성촌1길 12, 삼성프라자2 1층 103호"
서울,124,구로시장점,"서울특별시 구로구 구로동로26길 119, 1층 102호(구로동, 정엽빌딩)"
서울,58,구로디지털단지점,"서울특별시 구로구 디지털로32나길 17-45, 1층 101호(구로동, 오피스텔미래지오)"
서울,62,구로삼성IT밸리점,"서울특별시 구로구 디지털로33길 27, 1층 107-1호(구로동, 삼성아이티밸리)"
서울,876,양재시민의숲점,"매헌로1길 30, 1층"
서울,121,구로에이스테크노타워3차점,"서울특별시 구로구 디지털로29길, 38, 103호(구로동, 에이스테크노타워 III)"
서울,894,구로지플러스타워점,"디지털로26길 123, 지플러스타워 지하1층 B106호"
서울,828,구로코오롱타워2차점,"디지털로30길 31, 1층 103호"
서울,967,구로KT점,"조원중앙로1길 19, 체나콜빌 1층 101호"
서울,592,구로대진월드타워점,"서울특별시 구로구 시흥대로163길 25,102호(구로동, 대진월드Ⅰ)"
서울,702,서초호반점,"서울 서초구 양재대로2길 8, 서초리슈빌s글로벌 1층 108호"
서울,45,신림대학점,"서울특별시 관악구 호암로26길 1, 1층 1호(신림동)"
서울,853,구로에이스하이엔드1차점,"디지털로26길 5, 에이스하이엔드타워1차 1층 104호 일부"
서울,836,구로대륭포스트8차점,"디지털로26길 43, 대륭포스트타워8차 1층 111호 일부"
서울,228,가산포휴점,"서울특별시 금천구 가산디지털1로 225, 1층 122-1호(가산동, 에이스가산 포휴)"
서울,342,대륭포스트5차점,"서울특별시 금천구 디지털로9길 68, 1층 112~113호(가산동, 대흉포스트타워 5차)"
서울,216,가산디지털단지역점,"서울특별시 금천구 벚꽃로 298, 1층 104-2호(가산동, 대륭포스트타워6차)"
서울,152,에이스K-1타워점,"서울특별시 금천구 가산디지털2로 166, 1층 101호(가산동, 에이스1타워)"
서울,933,가산갑을그레이트밸리점,"디지털로9길 32, 갑을그레이트밸리 1층 114호"
서울,255,가산W센터점,"서울특별시 금천구 가산디지털1로 181, 1층 110호(가산동, 가산 더블유센터)"
서울,595,가산반도아이비밸리점,"서울특별시 금천구 가산디지털로 204, 1층 105호(가산동)"
서울,454,가산SJ테크노빌점,"서울특별시 금천구 벚꽃로 278, 1층 104호(가산동, SJ테크노빌)"
서울,669,내곡동한국콜마점,서울 서초구 헌릉로8길 60 상가동 106호
서울,890,아스크타워점,"디지털로10길 37, 아스크타워 1층 126호"
서울,64,가산스카이밸리1차점,"서울특별시 금천구 가산디지털1로 142, 1층 129호(가산동, 가산 더스카이밸리 1차)"
서울,1014,가산어반워크점,"가산디지털2로 135, 가산어반워크 1층 122호 일부"
서울,872,퍼블릭가산점,"디지털로 178, 퍼블릭가산 1층 M-115호"
서울,378,에이스하이엔드타워6차점,"서울특별시 금천구 벚꽃로 234, 1층 110호(가산동, 에이스하이엔드타워6차)"
서울,727,가산테라타워점,"서울 금천구 디지털로10길 78, 가산테라타워 105호,106호의 일부"
서울,446,한라원앤원타워점,"서울특별시 금천구 가산디지털2로 101, 1층 118호(가산동)"
서울,895,가산SK트윈테크점,"가산디지털1로 119, SK트윈테크타워 1층 B동 103호"
서울,101,에이스가산타워점,"서울특별시 금천구 디지털로 121, 1층 103호(가산동, 에이스가산타워)"
서울,374,가산IT프리미어타워점,"서울특별시 금천구 가산디지털1로 88, 1층 102-2호(가산동, IT프리미어타워)"
서울,333,대륭19차점,"서울특별시 금천구 가산디지털2로 70, 1층 101호(가산동, 대륭테크노타운19차)"
서울,421,오류동점,"서울특별시 구로구 오류로 51, 1층(오류동)"
서울,410,호서대벤처타워점,"서울특별시 금천구 가산디지털1로 70(가산동, 호서대벤처타워 101호)"
서울,199,금천점,"서울특별시 금천구 시흥대로115길 13, 1층 102호, 103호(독산동)"
서울,958,가산한화비즈메트로2차점,"가산디지털2로 43-14, 가산한화비즈메트로2차 1층 131호, 132호"
서울,580,가산G밸리더리브스마트타워점,"서울특별시 금천구 가산디지털2로 34, 1층 111호(가산동, 지벨리더리브스마트타워)"
서울,466,잔카드림타워점,"서울특별시 금천구 가산디지털2로 35, 1층 105호(가산동)"
서울,129,독산점,"서울특별시 금천구 가산디지털1로 25, 제1층 제102호(가산동, 대륭테크노타운17차)"
서울,293,독산역스카이밸리2차점,"서울특별시 금천구 범안로 1142, 1층 113(일부)호(가산동, 하우스디 더 스카이밸리 가산2차)"
서울,256,금천롯데타워점,"서울특별시 금천구 벚꽃로 110, 지상1층 101호(독산동, 명남더블레스)"
서울,306,금천롯데캐슬2차점,"서울특별시 금천구 벚꽃로 30, 205동 1층 108호(독산동, 금천 롯데캐슬 골드파크 2차)"
서울,85,시흥동점,"서울특별시 금천구 금하로 747-1, 1층 일부(시흥동, 리빙스턴하우스)"
서울,120,시흥대교점,"서울특별시 금천구 금하로 601, 1층 101호(시흥동)"
서울,318,구로SKV1점,"서울특별시 구로구 부광로 88, BB104호(항동, 구로 SK V1 center)"
서울,289,목2동점,"서울특별시 양천구 목둥중앙북로 73, 1층 103호(목동, 덕수프라자)"
서울,192,수유시장점,"서울특별시 강북구 도봉로67길, 1층 07호(수유동, 수유시장)"
서울,189,중앙대후문점,"서울특별시 동작구 흑서로 25, 지하1층(상도동)"
경기,707,지행역점,"경기 동두천시 동두천로 129, 내행프라자 1층 111호"
경기,280,포천소흘점,"경기도 포천시 소흘읍 솔모루로 72, A동 1층 101호"
경기,226,녹양점,"경기도 의정부시 비우로 86, 1층(녹양동)"
경기,627,경기도청북부청사역점,"경기도 의정부시 장곡로 626, B동 1층 109호(신곡동, 금오종합상가)"
경기,792,용현산단점,"산단로76번길 115, 제1층 제103호"
경기,166,어룡역점,"경기도 의정부시 용현로105번길 23-1, 1층 104호(민락동, 대우프라자)"
경기,1039,의정부더리브센텀점,"배꽃길 105, 의정부더리브센텀스퀘어1 지식산업센터1동 1층 125호"
경기,668,의정부듀클래스점,"경기 의정부시 문화로 6, 한강의정부고산듀클래스 A동 A124호"
경기,858,포천용정산단점,"군내면 용정경제로1길 13-17, 나동 1층 101호"
경기,272,별내파라곤스퀘어점,"경기도 남양주시 순화궁로 249, C113호(별내동, 별내역 파라곤스퀘어제판매시설1동)"
경기,696,삼육대후문점,"경기 남양주시 불암로 41-70, 1층"
경기,791,갈매스칸센점,"갈매순환로 180, 현대스칸센알토 1층 BC동 01-0016호"
경기,739,갈매점,"경기 구리시 갈매중앙로 80, 갈매동행정복지센터 1층 102호"
경기,271,다산중앙점,"경기도 남양주시 다산중앙로145번길 15, 1층 111호(다산동, 신해센트럴타워 II)"
경기,416,다산아이파크점,"경기도 남양주시 다산순환로 325, 1층 101호(다산동, 다산 아이파크 상가)"
경기,338,삼송mbn미디어시티점,"경기도 고양시 덕양구 동송로 30, 1층 111호(동산동, 삼송 더샵 미디어시티 근린생활시설)"
경기,826,평내호평역점,"늘을2로 20, 리베로빌딩 1층 116호"
경기,730,남양주시청제1청사점,"경기 남양주시 경춘로양골1길 13, 102호"
경기,1016,구리아름마을점,"동구릉로85번길 21, 1층"
경기,206,구리역점,"경기도 구리시 건원대로 42, 1층 109호(인창동, 삼원골드프라자)"
경기,540,구리한양대병원점,"경기도 구리시 동구릉로6번길 13-1, 대원빌딩 1층 101호(교문동)"
경기,678,구리롯데점,"경기 구리시 경춘로 253, 106호 (인창동, 다우스퀘어)"
경기,299,원흥한일윈스타점,"경기도 고양시 덕양구 삼원로 73, 104호(원흥동)"
경기,1028,고양성사점,"덕양구 호국로 822, 명지캐럿86 1층 101호"
경기,843,검배마을점,"벌말로 200, 새롬프라자 1층 104호"
경기,404,다산DIMC테라타워점,"경기도 남양주시 다산지금로 202, 1층 알01-0103호(다산동, 현대테라타워 DIMC)"
경기,1038,마석경춘로점,"화도읍 경춘로 1872, 1층 105호"
경기,886,고양DMC플렉스데시앙점,"덕양구 향동로 217, 디엠씨플렉스데시앙 지하1층 RB147호"
경기,406,파주야당동점,"경기도 파주시 송학1길 123, 1층 102호(야당동, 프리덴)"
경기,940,명지병원점,"덕양구 화수로14번길 78, 1층"
경기,248,파주운정호수점,"경기도 파주시 가온로 182, 1층 일부(와동동)"
경기,369,미사스카이폴리스점,"경기도 하남시 미사강변한강로 135, 나 123호(망월동, 834-1 미사강변스카이폴리스 지식산업센터)"
경기,675,국립암센터점,"경기 고양시 일산동구 일산로330번길 6-9, 1층 우측 일부호"
경기,273,미사SKV1점,"경기도 하남시 미사강변한강로 155, 1층 근생125호(망월동, 미사강변 SK V1 center)"
경기,575,파주운정목동점,"경기도 파주시 심학산로 423번길 7-37, 1층 102호(목동동, 애플프라자)"
경기,939,일산강선점,"일산서구 강선로49, 일산비스타오피스텔 1층 105호,106호"
경기,142,일산문화공원점,"경기도 고양시 일산동구 중앙로1275번길 38-10, 1층 116호(장항동, 우림로데오스위트)"
경기,155,미사그랑파사쥬점,"경기도 하남시 미사강변동로 95, 1층 1070호(망월동, 힐스테이트 미사역 그랑파사쥬(12-1BL))"
경기,790,일산동구청점,"일산동구 정발산로 38, 장항동이스턴시티 1층 119호"
경기,259,미사호반써밋점,"경기도 하남시 미사강변한강로 270, 상가동 1층 187호(망월동, 미사강변 호반 써밋)"
경기,612,마두역점,"경기도 고양시 일산동구 중앙로 1189, 103호(장항동, GM 굿모닝 법조타운)"
경기,529,일산주엽점,"경기도 고양시 일산서구 중앙로 1456, 107호(주엽동)"
경기,900,일산MBC드림센터점,"일산동구 호수로 596, 엠비씨드림센터 1층 102-1호"
경기,432,일산백석점,"경기도 고양시 일산동구 호수로 358-25, 106호(백석동, 동문타워II)"
경기,452,미사역점,"경기도 하남시 미사강변남로 103, 1층 114호(망월동, 미사랑데르III)"
경기,636,미사학원가점,"경기도 하남시 미사강변대로 64, 1층 107호(풍산동,제일아이조움)"
경기,651,일산레이킨스몰점,"경기도 고양시 일산서구 호수로 817, 38호(대화동, 레이킨스몰)"
경기,631,원마운트점,"경기도 고양시 일산서구 한류월드로 300, 1층 1117호(대화동, 고양 원마운트)"
경기,322,한강미사점,"경기도 하남시 미사대로 520, C동 1층 029호(덕풍동, 현대지식산업센터 한강미사2차)"
경기,249,킨텍스꿈에그린점,"경기도 고양시 일산서구 킨텍스로 240, 판매시설동 1층 131호(대화동, 킨텍스 꿈에그린)"
경기,923,빛마루방송지원센터점,"일산동구 태극로 60, 1층 로비"
경기,149,미사스마트밸리점,"경기도 하남시 미사강변서로 16, 1층 알105호(풍산동, 하우스디스마트밸리)"
경기,227,미사현대2차점,"경기도 하남시 미사대로 540 A동 C-123호(덕풍동, 현대지식산업센터 한강미사2차)"
경기,1013,덕은지엘메트로시티점,"덕양구 청초로10, 지엘메트로시티한강 디동 1층 113호"
경기,1026,덕은리버워크점,"덕양구 청초로 66, 덕은리버워크지식산업센터 1층 101호"
경기,852,하남유테크밸리점,"미사강변중앙로7번안길 25, 유테크밸리 1층 D104호"
경기,270,하남U1점,"경기도 하남시 하남대로 947, A동 1층 173B호(풍산동, 하남테크노밸리 U1 CENTER)"
경기,640,하남시청점,"경기도 하남시 대청로 26, 1층 102호의 일부호(신장동, 하남리빙텔)"
경기,978,김포시청점,"사우중로 45, 김포코아센타 1층 106호"
경기,325,김포운양점,"경기도 김포시 김포한강1로 227, 광장프라자 1층 116호(운양동)"
경기,747,김포풍무점,"경기 김포시 풍무로 102, 1층 일부"
경기,754,김포금빛초점,"경기 김포시 태장로 825, 자이애비뉴2 1층 110호"
경기,197,위례중앙점,"경기도 성남시 수정구 위례광장로 320, 109호(창곡동, 아이에스센트럴타워)"
경기,267,위례역점,"경기도 성남시 수정구 위례광장로 21-13, 1층 105호(창곡동, 힘찬프라자)"
경기,544,성남을지대점,"경기도 성남시 수성구 산성대로567번길 10, 1층(양지동)"
경기,554,철산역롯데캐슬점,"경기도 광명시 시청로 50, A상가동 AA119호(철산동, 철산역 롯데캐슬&SKVIEW 클래스티지)"
경기,658,부천테크노파크쌍용3차점,"경기도 부천시 석천로 397, 203동 2층 213호(삼정동, 부천테크노파크쌍용3차)"
경기,646,부천도당공단점,"경기도 부천시 평천로832번길 50, 1층(도당동)"
경기,924,약대오거리점,"수도로 86, SB타워 1층 104호"
경기,997,부천대우테크노파크점,"원미구 도약로 261, 부천대우테크노파크 1층 105-1호"
경기,667,성남의료원점,"경기 성남시 수정구 시민로205번길 34, 1층"
경기,296,부천테크노파크점,"경기도 부천시 석천로 345, 부대동 110호(삼정동, 부천테크노파크)"
경기,660,김포구래점,"경기 김포시 김포한강9로 95, 1층 111호"
경기,694,성남이마트점,"경기 성남시 수정구 수정로 205, 산운빌딩 1층"
경기,190,춘의점,"경기도 부천시 조마루로385번길 131, 1층 1호(춘의동)"
경기,341,춘의테크노파크점,"경기도 부천시 부천로198번길 36, 춘의테크노파크 103동 106 일부호(춘의동)"
경기,870,성남신동아파라디움점,"수정구 공원로 322, 신동아파라디움 1층 112호"
경기,759,하안사거리점,"경기 광명시 범안로 1050, 성보프라자 1층 107호"
경기,538,신중동역점,"경기도 부천시 중동로248번길 124, 상가동 105호(중동, 중앙프라자)"
경기,782,부천가톨릭대학교,"원미구 지봉로 43, 가톨릭대학교 김수환관 1층"
경기,143,부천시청점,"경기도 부천시 길주로 205, 103호(중동, 솔라리움A동)"
경기,840,SKn테크노파크테크동점,"중원구 사기막골로 124, SKn테크노파크 테크동 지하2층 B207호"
경기,334,부천유베이스타워점,"경기도 부천시 부흥로315번길 62, 113호(중동, 필-그린타워)"
경기,1001,상대원센트럴2차점,"중원구 사기막골로 99, 성남센트럴비즈타워2차 지하 2층 B218호"
경기,1012,성남우림라이온스밸리2차점,"중원구 사기막골로45번길 14, 성남우림라이온스밸리2차 지하3층 B308호 일부"
경기,43,중동현대점,"경기도 부천시 석천로183번길 21, 1층 106호(중동)"
경기,663,성남고등반도점,"경기 성남시 수정구 고등동 603, 반도아이비밸리 1층 105호"
경기,618,과천힐스테이트중앙점,"경기도 과천시 관문로 92, B동 B103호(중앙동, 힐스테이트 과천중앙)"
경기,984,성남크란츠테크노점,"중원구 둔촌대로 388, 크란츠테크노 1층 115-3호"
경기,233,광명에이스점,"경기도 광명시 하안로 108, A동 1층 103호(소하동, 에이스 광명타워)"
경기,969,과천중앙공원점,"별양상가1로 35, 상아빌딩 1층 107호"
경기,54,상동역점,"경기도 부천시 상동로 90, 147호(상동, 메가플러스빌딩)"
경기,1003,소사역점,"소사구 경인옛로 37, 힐스테이트소사역 1층 129호"
경기,926,성남금강펜테리움IT타워점,"중원구 갈마치로 215, 금강펜테리움IT타워 지하1층 제120-1호, 제120-2호"
경기,810,상동역4번출구점,"원미구 길주로 86, 해피플러스 1층 106호"
경기,393,김포이젠메카존점,"경기도 김포시 양촌읍 황금로 117, 다동 1층 119호"
경기,867,광명테크노파크점,"하안로 60, 광명SK테크노파크 C동 1층 105호"
경기,556,옥길광양프런티어점,"경기도 부천시 양지로 237, 1층 105호(옥길동, 광양프런티어밸리5차)"
경기,893,상대원중일3차점,"중원구 둔촌대로 519, 중일아인스프라츠3차 1층 105호"
경기,833,성남시콕스타워점,"중원구 둔촌대로 484, 시콕스타워 B108호 일부"
경기,740,과천위버필드점,"경기 과천시 별양상가2로 35, 과천위버필드상가 3동 1층 115호"
경기,527,부천역점,"경기도 부천시 부일로 464, 1층 103호 (심곡동, 태강캐슬)"
경기,549,성남시청점,"경기도 성남시 중원구 성남대로997번길 11, 1층 103~104호(여수동)"
경기,49,송내투나점,"경기도 부천시 부일로221번길 26, 1층 101호(상동, 삼원타운)"
경기,519,판교제2테크노밸리점,"경기도 성남시 수정구 창업로 54, 지하 1층 B105호(시흥동)"
경기,770,과천상상자이점,"경기 과천시 과천대로7길 65, 과천상상자이타워 1층 B116호"
경기,945,과천펜타원점,"과천대로12길 117, 1동 1층 101호"
경기,1023,학운리산단점,"양촌읍 황금로 265, 1층 일부"
경기,891,과천크리에이션타워점,"과천대로7길 46, 과천크리에이션 1층 110호"
경기,1029,과천센텀스퀘어점,"과천대로7길 20, 과천센텀스퀘어A동 1층 101호"
경기,472,야탑역점,"경기도 성남시 분당구 성남대로926번길 6, 1층 104호(야탑동, 야탑대덕프라자)"
경기,682,과천디테크A타워점,"경기 과천시 과천대로7길 33, A동 102호(갈현동, 디 테크 타워 과천)"
경기,59,송내남부역점,"경기도 부천시 송내대로 29, 105호(송내동)"
경기,173,야탑점,"경기도 성남시 분당구 야탑로75번길 15, 1층 101-1호(야탑동, 세화2001빌딩)"
경기,496,판교우림w시티점,"경기도 성남시 분당구 판교로255번길 9-22, 1층 123호(상평동, 우림더블유시티)"
경기,569,광명역코스트코앞점,"경기도 광명시 일직로 43, 지1층 L062호(일직동, GIDC)"
